profile_id,serial_number,start_date,end_date,source_start_level,source_end_level,initial_fill_percent,end_fill_percent,delta_fill_percent,fill_rate_percent_per_hour
1246,1511190,2020-06-22,2020-06-23,4,6,40,60,20,0.833333333333
1247,1511190,2020-06-23,2020-06-24,6,8,60,80,20,0.833333333333
1248,1511190,2020-06-25,2020-06-26,2,6,20,60,40,1.66666666667
1249,1511190,2020-06-26,2020-06-27,6,8,60,80,20,0.833333333333
1250,1511190,2020-06-28,2020-06-29,0,2,0,20,20,0.833333333333
1251,1511190,2020-06-29,2020-06-30,2,8,20,80,60,2.5
1252,1511190,2020-07-01,2020-07-02,0,0,0,0,0,0
1253,1511190,2020-07-02,2020-07-03,0,8,0,80,80,3.33333333333
1254,1511190,2020-07-04,2020-07-05,0,2,0,20,20,0.833333333333
1255,1511190,2020-07-05,2020-07-06,2,6,20,60,40,1.66666666667
1256,1511190,2020-07-06,2020-07-07,6,8,60,80,20,0.833333333333
1257,1511190,2020-07-08,2020-07-09,0,8,0,80,80,3.33333333333
1258,1511190,2020-07-10,2020-07-11,2,8,20,80,60,2.5
1259,1511190,2020-07-12,2020-07-13,0,0,0,0,0,0
1260,1511190,2020-07-13,2020-07-14,0,8,0,80,80,3.33333333333
1261,1511190,2020-07-15,2020-07-16,0,4,0,40,40,1.66666666667
1262,1511190,2020-07-16,2020-07-17,4,4,40,40,0,0
1263,1511190,2020-07-17,2020-07-18,4,6,40,60,20,0.833333333333
1264,1511190,2020-07-18,2020-07-19,6,8,60,80,20,0.833333333333
1265,1511190,2020-07-20,2020-07-21,0,0,0,0,0,0
1266,1511190,2020-07-21,2020-07-22,0,2,0,20,20,0.833333333333
1267,1511190,2020-07-22,2020-07-23,2,6,20,60,40,1.66666666667
1268,1511190,2020-07-23,2020-07-24,6,8,60,80,20,0.833333333333
1269,1511190,2020-07-25,2020-07-26,0,0,0,0,0,0
1270,1511190,2020-07-26,2020-07-27,0,4,0,40,40,1.66666666667
1271,1511190,2020-07-27,2020-07-28,4,8,40,80,40,1.66666666667
1272,1511190,2020-07-29,2020-07-30,0,4,0,40,40,1.66666666667
1273,1511190,2020-07-30,2020-07-31,4,6,40,60,20,0.833333333333
1274,1511190,2020-07-31,2020-08-01,6,10,60,100,40,1.66666666667
1275,1511190,2020-08-02,2020-08-03,0,4,0,40,40,1.66666666667
1276,1511190,2020-08-03,2020-08-04,4,6,40,60,20,0.833333333333
1277,1511190,2020-08-04,2020-08-05,6,8,60,80,20,0.833333333333
1278,1511190,2020-08-06,2020-08-07,2,2,20,20,0,0
1279,1511190,2020-08-07,2020-08-08,2,6,20,60,40,1.66666666667
1280,1511190,2020-08-08,2020-08-09,6,6,60,60,0,0
1281,1511190,2020-08-09,2020-08-10,6,6,60,60,0,0
1282,1511190,2020-08-10,2020-08-11,6,6,60,60,0,0
1283,1511190,2020-08-11,2020-08-12,6,6,60,60,0,0
1284,1511190,2020-08-12,2020-08-13,6,8,60,80,20,0.833333333333
1285,1511190,2020-08-14,2020-08-15,0,0,0,0,0,0
1286,1511190,2020-08-15,2020-08-16,0,0,0,0,0,0
1287,1511190,2020-08-16,2020-08-17,0,2,0,20,20,0.833333333333
1288,1511190,2020-08-17,2020-08-18,2,6,20,60,40,1.66666666667
1289,1511190,2020-08-18,2020-08-19,6,6,60,60,0,0
1290,1511190,2020-08-19,2020-08-20,6,8,60,80,20,0.833333333333
1291,1511190,2020-08-21,2020-08-22,0,0,0,0,0,0
1292,1511190,2020-08-22,2020-08-23,0,0,0,0,0,0
1293,1511190,2020-08-23,2020-08-24,0,0,0,0,0,0
1294,1511190,2020-08-24,2020-08-25,0,0,0,0,0,0
1295,1511190,2020-08-25,2020-08-26,0,2,0,20,20,0.833333333333
1296,1511190,2020-08-26,2020-08-27,2,2,20,20,0,0
1297,1511190,2020-08-27,2020-08-28,2,4,20,40,20,0.833333333333
1298,1511190,2020-08-28,2020-08-29,4,6,40,60,20,0.833333333333
1299,1511190,2020-08-29,2020-08-30,6,6,60,60,0,0
1300,1511190,2020-08-30,2020-08-31,6,6,60,60,0,0
1301,1511190,2020-08-31,2020-09-01,6,8,60,80,20,0.833333333333
1302,1511190,2020-09-02,2020-09-03,0,0,0,0,0,0
1303,1511190,2020-09-03,2020-09-04,0,2,0,20,20,0.833333333333
1304,1511190,2020-09-04,2020-09-05,2,4,20,40,20,0.833333333333
1305,1511190,2020-09-05,2020-09-06,4,6,40,60,20,0.833333333333
1306,1511190,2020-09-06,2020-09-07,6,6,60,60,0,0
1307,1511190,2020-09-07,2020-09-08,6,8,60,80,20,0.833333333333
1308,1511190,2020-09-09,2020-09-10,0,0,0,0,0,0
1309,1511190,2020-09-10,2020-09-11,0,0,0,0,0,0
1310,1511190,2020-09-11,2020-09-12,0,4,0,40,40,1.66666666667
1311,1511190,2020-09-12,2020-09-13,4,4,40,40,0,0
1312,1511190,2020-09-13,2020-09-14,4,6,40,60,20,0.833333333333
1313,1511190,2020-09-14,2020-09-15,6,6,60,60,0,0
1314,1511190,2020-09-15,2020-09-16,6,8,60,80,20,0.833333333333
1315,1511190,2020-09-17,2020-09-18,0,0,0,0,0,0
1316,1511190,2020-09-18,2020-09-19,0,0,0,0,0,0
1317,1511190,2020-09-19,2020-09-20,0,2,0,20,20,0.833333333333
1318,1511190,2020-09-20,2020-09-21,2,2,20,20,0,0
1319,1511190,2020-09-21,2020-09-22,2,2,20,20,0,0
1320,1511190,2020-09-22,2020-09-23,2,4,20,40,20,0.833333333333
1321,1511190,2020-09-23,2020-09-24,4,6,40,60,20,0.833333333333
1322,1511190,2020-09-24,2020-09-25,6,6,60,60,0,0
1323,1511190,2020-09-25,2020-09-26,6,8,60,80,20,0.833333333333
1324,1511190,2020-09-27,2020-09-28,0,6,0,60,60,2.5
1325,1511190,2020-09-28,2020-09-29,6,6,60,60,0,0
1326,1511190,2020-09-29,2020-09-30,6,8,60,80,20,0.833333333333
1327,1511190,2020-10-01,2020-10-02,0,2,0,20,20,0.833333333333
1328,1511190,2020-10-02,2020-10-03,2,2,20,20,0,0
1329,1511190,2020-10-03,2020-10-04,2,4,20,40,20,0.833333333333
1330,1511190,2020-10-04,2020-10-05,4,6,40,60,20,0.833333333333
1331,1511190,2020-10-05,2020-10-06,6,6,60,60,0,0
1332,1511190,2020-10-06,2020-10-07,6,8,60,80,20,0.833333333333
1333,1511190,2020-10-08,2020-10-09,0,2,0,20,20,0.833333333333
1334,1511190,2020-10-09,2020-10-10,2,2,20,20,0,0
1335,1511190,2020-10-10,2020-10-11,2,6,20,60,40,1.66666666667
1336,1511190,2020-10-11,2020-10-12,6,6,60,60,0,0
1337,1511190,2020-10-12,2020-10-13,6,8,60,80,20,0.833333333333
1338,1511190,2020-10-14,2020-10-15,0,0,0,0,0,0
1339,1511190,2020-10-15,2020-10-16,0,0,0,0,0,0
1340,1511190,2020-10-16,2020-10-17,0,4,0,40,40,1.66666666667
1341,1511190,2020-10-17,2020-10-18,4,8,40,80,40,1.66666666667
1342,1511190,2020-10-19,2020-10-20,2,2,20,20,0,0
1343,1511190,2020-10-20,2020-10-21,2,4,20,40,20,0.833333333333
1344,1511190,2020-10-21,2020-10-22,4,6,40,60,20,0.833333333333
1345,1511190,2020-10-23,2020-10-24,0,2,0,20,20,0.833333333333
1346,1511190,2020-10-24,2020-10-25,2,4,20,40,20,0.833333333333
1347,1511190,2020-10-25,2020-10-26,4,6,40,60,20,0.833333333333
1348,1511190,2020-10-26,2020-10-27,6,8,60,80,20,0.833333333333
1349,1511190,2020-10-28,2020-10-29,0,0,0,0,0,0
1350,1511190,2020-10-29,2020-10-30,0,4,0,40,40,1.66666666667
1351,1511190,2020-10-30,2020-10-31,4,4,40,40,0,0
1352,1511190,2020-10-31,2020-11-01,4,6,40,60,20,0.833333333333
1353,1511190,2020-11-01,2020-11-02,6,8,60,80,20,0.833333333333
1354,1511190,2020-11-03,2020-11-04,0,2,0,20,20,0.833333333333
1355,1511190,2020-11-04,2020-11-05,2,2,20,20,0,0
1356,1511190,2020-11-06,2020-11-07,0,0,0,0,0,0
1357,1511190,2020-11-07,2020-11-08,0,2,0,20,20,0.833333333333
1358,1511190,2020-11-08,2020-11-09,2,4,20,40,20,0.833333333333
1359,1511190,2020-11-09,2020-11-10,4,4,40,40,0,0
1360,1511190,2020-11-10,2020-11-11,4,6,40,60,20,0.833333333333
1361,1511190,2020-11-11,2020-11-12,6,8,60,80,20,0.833333333333
1362,1511190,2020-11-13,2020-11-14,0,0,0,0,0,0
1363,1511190,2020-11-14,2020-11-15,0,2,0,20,20,0.833333333333
1364,1511190,2020-11-15,2020-11-16,2,4,20,40,20,0.833333333333
1365,1511190,2020-11-16,2020-11-17,4,6,40,60,20,0.833333333333
1366,1511190,2020-11-17,2020-11-18,6,8,60,80,20,0.833333333333
1367,1511190,2020-11-19,2020-11-20,0,0,0,0,0,0
1368,1511190,2020-11-20,2020-11-21,0,4,0,40,40,1.66666666667
1369,1511190,2020-11-21,2020-11-22,4,4,40,40,0,0
1370,1511190,2020-11-22,2020-11-23,4,6,40,60,20,0.833333333333
1371,1511190,2020-11-23,2020-11-24,6,6,60,60,0,0
1372,1511190,2020-11-24,2020-11-25,6,6,60,60,0,0
1373,1511190,2020-11-26,2020-11-27,0,2,0,20,20,0.833333333333
1374,1511190,2020-11-27,2020-11-28,2,4,20,40,20,0.833333333333
1375,1511190,2020-11-28,2020-11-29,4,6,40,60,20,0.833333333333
1376,1511190,2020-11-29,2020-11-30,6,6,60,60,0,0
1377,1511190,2020-12-01,2020-12-02,0,0,0,0,0,0
1378,1511190,2020-12-02,2020-12-03,0,2,0,20,20,0.833333333333
1379,1511190,2020-12-03,2020-12-04,2,4,20,40,20,0.833333333333
1380,1511190,2020-12-05,2020-12-06,0,0,0,0,0,0
1381,1511190,2020-12-06,2020-12-07,0,4,0,40,40,1.66666666667
1382,1511190,2020-12-07,2020-12-08,4,6,40,60,20,0.833333333333
1383,1511190,2020-12-08,2020-12-09,6,8,60,80,20,0.833333333333
1384,1511190,2020-12-10,2020-12-11,0,2,0,20,20,0.833333333333
1385,1511190,2020-12-11,2020-12-12,2,6,20,60,40,1.66666666667
1386,1511190,2020-12-12,2020-12-13,6,8,60,80,20,0.833333333333
1387,1511190,2020-12-14,2020-12-15,0,2,0,20,20,0.833333333333
1388,1511190,2020-12-15,2020-12-16,2,2,20,20,0,0
1389,1511190,2020-12-22,2020-12-23,2,4,20,40,20,0.833333333333
1390,1511190,2020-12-23,2020-12-24,4,10,40,100,60,2.5
1391,1511190,2020-12-25,2020-12-26,0,0,0,0,0,0
1392,1511190,2020-12-26,2020-12-27,0,6,0,60,60,2.5
1393,1511190,2020-12-27,2020-12-28,6,8,60,80,20,0.833333333333
1394,1511190,2020-12-29,2020-12-30,0,0,0,0,0,0
1395,1511190,2020-12-30,2020-12-31,0,4,0,40,40,1.66666666667
1396,1511190,2020-12-31,2021-01-01,4,6,40,60,20,0.833333333333
1397,1511190,2021-01-01,2021-01-02,6,8,60,80,20,0.833333333333
1398,1511190,2021-01-03,2021-01-04,0,0,0,0,0,0
1399,1511190,2021-01-04,2021-01-05,0,2,0,20,20,0.833333333333
1400,1511190,2021-01-05,2021-01-06,2,4,20,40,20,0.833333333333
1401,1511190,2021-01-06,2021-01-07,4,6,40,60,20,0.833333333333
1402,1511190,2021-01-07,2021-01-08,6,8,60,80,20,0.833333333333
1403,1511190,2021-01-09,2021-01-10,0,0,0,0,0,0
1404,1511190,2021-01-10,2021-01-11,0,4,0,40,40,1.66666666667
1405,1511190,2021-01-11,2021-01-12,4,8,40,80,40,1.66666666667
1406,1511190,2021-01-13,2021-01-14,0,0,0,0,0,0
1407,1511190,2021-01-14,2021-01-15,0,4,0,40,40,1.66666666667
1408,1511190,2021-01-15,2021-01-16,4,4,40,40,0,0
1409,1511190,2021-01-16,2021-01-17,4,8,40,80,40,1.66666666667
1410,1511190,2021-01-18,2021-01-19,0,2,0,20,20,0.833333333333
1411,1511190,2021-01-19,2021-01-20,2,6,20,60,40,1.66666666667
1412,1511190,2021-01-20,2021-01-21,6,8,60,80,20,0.833333333333
1413,1511190,2021-01-22,2021-01-23,0,4,0,40,40,1.66666666667
1414,1511190,2021-01-23,2021-01-24,4,4,40,40,0,0
1415,1511190,2021-01-24,2021-01-25,4,4,40,40,0,0
1416,1511190,2021-01-25,2021-01-26,4,6,40,60,20,0.833333333333
1417,1511190,2021-01-26,2021-01-27,6,8,60,80,20,0.833333333333
1418,1511190,2021-01-28,2021-01-29,0,0,0,0,0,0
1419,1511190,2021-01-29,2021-01-30,0,6,0,60,60,2.5
1420,1511190,2021-01-30,2021-01-31,6,10,60,100,40,1.66666666667
1421,1511190,2021-02-01,2021-02-02,0,6,0,60,60,2.5
1422,1511190,2021-02-02,2021-02-03,6,8,60,80,20,0.833333333333
1423,1511190,2021-02-04,2021-02-05,0,10,0,100,100,4.16666666667
1424,1511190,2021-02-06,2021-02-07,0,4,0,40,40,1.66666666667
1425,1511190,2021-02-07,2021-02-08,4,6,40,60,20,0.833333333333
1426,1511190,2021-02-08,2021-02-09,6,8,60,80,20,0.833333333333
1427,1511190,2021-02-10,2021-02-11,0,2,0,20,20,0.833333333333
1428,1511190,2021-02-11,2021-02-12,2,4,20,40,20,0.833333333333
1429,1511190,2021-02-12,2021-02-13,4,6,40,60,20,0.833333333333
1430,1511190,2021-02-13,2021-02-14,6,10,60,100,40,1.66666666667
1431,1511190,2021-02-15,2021-02-16,0,2,0,20,20,0.833333333333
1432,1511190,2021-02-16,2021-02-17,2,2,20,20,0,0
1433,1511190,2021-02-17,2021-02-18,2,4,20,40,20,0.833333333333
1434,1511190,2021-02-18,2021-02-19,4,8,40,80,40,1.66666666667
1435,1511190,2021-02-20,2021-02-21,0,2,0,20,20,0.833333333333
1436,1511190,2021-02-21,2021-02-22,2,4,20,40,20,0.833333333333
1437,1511190,2021-02-22,2021-02-23,4,6,40,60,20,0.833333333333
1438,1511190,2021-02-24,2021-02-25,2,2,20,20,0,0
1439,1511190,2021-02-25,2021-02-26,2,2,20,20,0,0
1440,1511190,2021-02-27,2021-02-28,0,2,0,20,20,0.833333333333
1441,1511190,2021-02-28,2021-03-01,2,2,20,20,0,0
1442,1511190,2021-03-01,2021-03-02,2,4,20,40,20,0.833333333333
1443,1511190,2021-03-02,2021-03-03,4,8,40,80,40,1.66666666667
1444,1511190,2021-03-04,2021-03-05,0,2,0,20,20,0.833333333333
1445,1511190,2021-03-05,2021-03-06,2,4,20,40,20,0.833333333333
1446,1511190,2021-03-06,2021-03-07,4,10,40,100,60,2.5
1447,1511190,2021-03-08,2021-03-09,0,0,0,0,0,0
1448,1511190,2021-03-09,2021-03-10,0,2,0,20,20,0.833333333333
1449,1511190,2021-03-10,2021-03-11,2,2,20,20,0,0
1450,1511190,2021-03-11,2021-03-12,2,4,20,40,20,0.833333333333
1451,1511190,2021-03-12,2021-03-13,4,6,40,60,20,0.833333333333
1452,1511190,2021-03-13,2021-03-14,6,8,60,80,20,0.833333333333
1453,1511190,2021-03-15,2021-03-16,0,4,0,40,40,1.66666666667
1454,1511190,2021-03-16,2021-03-17,4,4,40,40,0,0
1455,1511190,2021-03-17,2021-03-18,4,10,40,100,60,2.5
1456,1511190,2021-03-20,2021-03-21,0,4,0,40,40,1.66666666667
1457,1511190,2021-03-21,2021-03-22,4,4,40,40,0,0
1458,1511190,2021-03-22,2021-03-23,4,8,40,80,40,1.66666666667
1459,1511190,2021-03-24,2021-03-25,0,2,0,20,20,0.833333333333
1460,1511190,2021-03-25,2021-03-26,2,6,20,60,40,1.66666666667
1461,1511190,2021-03-26,2021-03-27,6,10,60,100,40,1.66666666667
1462,1511190,2021-03-28,2021-03-29,0,0,0,0,0,0
1463,1511190,2021-03-29,2021-03-30,0,4,0,40,40,1.66666666667
1464,1511190,2021-03-30,2021-03-31,4,10,40,100,60,2.5
1465,1511190,2021-04-01,2021-04-02,0,6,0,60,60,2.5
1466,1511190,2021-04-02,2021-04-03,6,6,60,60,0,0
1467,1511190,2021-04-03,2021-04-04,6,6,60,60,0,0
1468,1511190,2021-04-04,2021-04-05,6,8,60,80,20,0.833333333333
1469,1511190,2021-04-06,2021-04-07,0,4,0,40,40,1.66666666667
1470,1511190,2021-04-07,2021-04-08,4,8,40,80,40,1.66666666667
1471,1511190,2021-04-09,2021-04-10,0,2,0,20,20,0.833333333333
1472,1511190,2021-04-10,2021-04-11,2,4,20,40,20,0.833333333333
1473,1511190,2021-04-11,2021-04-12,4,6,40,60,20,0.833333333333
1474,1511190,2021-04-12,2021-04-13,6,8,60,80,20,0.833333333333
1475,1511190,2021-04-14,2021-04-15,0,4,0,40,40,1.66666666667
1476,1511190,2021-04-15,2021-04-16,4,10,40,100,60,2.5
1477,1511190,2021-04-17,2021-04-18,0,6,0,60,60,2.5
1478,1511190,2021-04-18,2021-04-19,6,8,60,80,20,0.833333333333
1479,1511190,2021-04-20,2021-04-21,0,2,0,20,20,0.833333333333
1480,1511190,2021-04-21,2021-04-22,2,4,20,40,20,0.833333333333
1481,1511190,2021-04-22,2021-04-23,4,8,40,80,40,1.66666666667
1482,1511190,2021-04-24,2021-04-25,0,0,0,0,0,0
1483,1511190,2021-04-25,2021-04-26,0,0,0,0,0,0
1484,1511190,2021-04-26,2021-04-27,0,8,0,80,80,3.33333333333
1485,1511190,2021-04-27,2021-04-28,8,8,80,80,0,0
1486,1511190,2021-04-29,2021-04-30,0,2,0,20,20,0.833333333333
1487,1511190,2021-04-30,2021-05-01,2,6,20,60,40,1.66666666667
1488,1511190,2021-05-01,2021-05-02,6,8,60,80,20,0.833333333333
1489,1511191,2018-06-26,2018-06-27,0,8,0,80,80,3.33333333333
1490,1511191,2018-06-28,2018-06-29,0,0,0,0,0,0
1491,1511191,2018-06-29,2018-06-30,0,0,0,0,0,0
1492,1511191,2018-06-30,2018-07-01,0,6,0,60,60,2.5
1493,1511191,2018-07-01,2018-07-02,6,8,60,80,20,0.833333333333
1494,1511191,2018-07-03,2018-07-04,0,0,0,0,0,0
1495,1511191,2018-07-04,2018-07-05,0,0,0,0,0,0
1496,1511191,2018-07-05,2018-07-06,0,8,0,80,80,3.33333333333
1497,1511191,2018-07-07,2018-07-08,0,2,0,20,20,0.833333333333
1498,1511191,2018-07-08,2018-07-09,2,2,20,20,0,0
1499,1511191,2018-07-09,2018-07-10,2,8,20,80,60,2.5
1500,1511191,2018-07-10,2018-07-11,8,10,80,100,20,0.833333333333
1501,1511191,2018-07-12,2018-07-13,0,2,0,20,20,0.833333333333
1502,1511191,2018-07-13,2018-07-14,2,8,20,80,60,2.5
1503,1511191,2018-07-15,2018-07-16,2,2,20,20,0,0
1504,1511191,2018-07-16,2018-07-17,2,8,20,80,60,2.5
1505,1511191,2018-07-18,2018-07-19,0,0,0,0,0,0
1506,1511191,2018-07-19,2018-07-20,0,6,0,60,60,2.5
1507,1511191,2018-07-20,2018-07-21,6,8,60,80,20,0.833333333333
1508,1511191,2018-07-22,2018-07-23,0,6,0,60,60,2.5
1509,1511191,2018-07-23,2018-07-24,6,8,60,80,20,0.833333333333
1510,1511191,2018-07-25,2018-07-26,0,0,0,0,0,0
1511,1511191,2018-07-26,2018-07-27,0,4,0,40,40,1.66666666667
1512,1511191,2018-07-27,2018-07-28,4,10,40,100,60,2.5
1513,1511191,2018-07-29,2018-07-30,0,0,0,0,0,0
1514,1511191,2018-07-30,2018-07-31,0,0,0,0,0,0
1515,1511191,2018-07-31,2018-08-01,0,8,0,80,80,3.33333333333
1516,1511191,2018-08-02,2018-08-03,0,0,0,0,0,0
1517,1511191,2018-08-03,2018-08-04,0,4,0,40,40,1.66666666667
1518,1511191,2018-08-04,2018-08-05,4,10,40,100,60,2.5
1519,1511191,2018-08-06,2018-08-07,0,0,0,0,0,0
1520,1511191,2018-08-07,2018-08-08,0,0,0,0,0,0
1521,1511191,2018-08-08,2018-08-09,0,0,0,0,0,0
1522,1511191,2018-08-09,2018-08-10,0,6,0,60,60,2.5
1523,1511191,2018-08-10,2018-08-11,6,6,60,60,0,0
1524,1511191,2018-08-11,2018-08-12,6,8,60,80,20,0.833333333333
1525,1511191,2018-08-13,2018-08-14,0,2,0,20,20,0.833333333333
1526,1511191,2018-08-14,2018-08-15,2,6,20,60,40,1.66666666667
1527,1511191,2018-08-15,2018-08-16,6,6,60,60,0,0
1528,1511191,2018-08-16,2018-08-17,6,8,60,80,20,0.833333333333
1529,1511191,2018-08-18,2018-08-19,0,0,0,0,0,0
1530,1511191,2018-08-19,2018-08-20,0,6,0,60,60,2.5
1531,1511191,2018-08-20,2018-08-21,6,8,60,80,20,0.833333333333
1532,1511191,2018-08-22,2018-08-23,0,0,0,0,0,0
1533,1511191,2018-08-23,2018-08-24,0,0,0,0,0,0
1534,1511191,2018-08-24,2018-08-25,0,4,0,40,40,1.66666666667
1535,1511191,2018-08-25,2018-08-26,4,4,40,40,0,0
1536,1511191,2018-08-26,2018-08-27,4,8,40,80,40,1.66666666667
1537,1511191,2018-08-28,2018-08-29,0,0,0,0,0,0
1538,1511191,2018-08-29,2018-08-30,0,4,0,40,40,1.66666666667
1539,1511191,2018-08-30,2018-08-31,4,6,40,60,20,0.833333333333
1540,1511191,2018-08-31,2018-09-01,6,8,60,80,20,0.833333333333
1541,1511191,2018-09-02,2018-09-03,0,0,0,0,0,0
1542,1511191,2018-09-03,2018-09-04,0,4,0,40,40,1.66666666667
1543,1511191,2018-09-04,2018-09-05,4,8,40,80,40,1.66666666667
1544,1511191,2018-09-06,2018-09-07,0,0,0,0,0,0
1545,1511191,2018-09-07,2018-09-08,0,2,0,20,20,0.833333333333
1546,1511191,2018-09-08,2018-09-09,2,4,20,40,20,0.833333333333
1547,1511191,2018-09-09,2018-09-10,4,8,40,80,40,1.66666666667
1548,1511191,2018-09-11,2018-09-12,0,2,0,20,20,0.833333333333
1549,1511191,2018-09-12,2018-09-13,2,2,20,20,0,0
1550,1511191,2018-09-13,2018-09-14,2,2,20,20,0,0
1551,1511191,2018-09-14,2018-09-15,2,8,20,80,60,2.5
1552,1511191,2018-09-16,2018-09-17,0,0,0,0,0,0
1553,1511191,2018-09-17,2018-09-18,0,4,0,40,40,1.66666666667
1554,1511191,2018-09-18,2018-09-19,4,6,40,60,20,0.833333333333
1555,1511191,2018-09-19,2018-09-20,6,8,60,80,20,0.833333333333
1556,1511191,2018-09-21,2018-09-22,0,0,0,0,0,0
1557,1511191,2018-09-22,2018-09-23,0,2,0,20,20,0.833333333333
1558,1511191,2018-09-23,2018-09-24,2,8,20,80,60,2.5
1559,1511191,2018-09-25,2018-09-26,0,0,0,0,0,0
1560,1511191,2018-09-26,2018-09-27,0,0,0,0,0,0
1561,1511191,2018-09-27,2018-09-28,0,4,0,40,40,1.66666666667
1562,1511191,2018-09-28,2018-09-29,4,8,40,80,40,1.66666666667
1563,1511191,2018-09-30,2018-10-01,0,0,0,0,0,0
1564,1511191,2018-10-01,2018-10-02,0,0,0,0,0,0
1565,1511191,2018-10-02,2018-10-03,0,6,0,60,60,2.5
1566,1511191,2018-10-03,2018-10-04,6,6,60,60,0,0
1567,1511191,2018-10-04,2018-10-05,6,8,60,80,20,0.833333333333
1568,1511191,2018-10-06,2018-10-07,0,0,0,0,0,0
1569,1511191,2018-10-07,2018-10-08,0,2,0,20,20,0.833333333333
1570,1511191,2018-10-08,2018-10-09,2,6,20,60,40,1.66666666667
1571,1511191,2018-10-09,2018-10-10,6,10,60,100,40,1.66666666667
1572,1511191,2018-10-10,2018-10-11,10,10,100,100,0,0
1573,1511191,2018-10-11,2018-10-12,10,10,100,100,0,0
1574,1511191,2018-10-12,2018-10-13,10,10,100,100,0,0
1575,1511191,2018-10-13,2018-10-14,10,10,100,100,0,0
1576,1511191,2018-10-14,2018-10-15,10,10,100,100,0,0
1577,1511191,2018-10-15,2018-10-16,10,10,100,100,0,0
1578,1511191,2018-10-16,2018-10-17,10,10,100,100,0,0
1579,1511191,2018-10-17,2018-10-18,10,10,100,100,0,0
1580,1511191,2018-10-18,2018-10-19,10,10,100,100,0,0
1581,1511191,2018-10-19,2018-10-20,10,10,100,100,0,0
1582,1511191,2018-10-20,2018-10-21,10,10,100,100,0,0
1583,1511191,2018-10-21,2018-10-22,10,10,100,100,0,0
1584,1511191,2018-10-22,2018-10-23,10,10,100,100,0,0
1585,1511191,2018-10-23,2018-10-24,10,10,100,100,0,0
1586,1511191,2018-10-24,2018-10-25,10,10,100,100,0,0
1587,1511191,2018-10-25,2018-10-26,10,10,100,100,0,0
1588,1511191,2018-10-26,2018-10-27,10,10,100,100,0,0
1589,1511191,2018-10-27,2018-10-28,10,10,100,100,0,0
1590,1511191,2018-10-28,2018-10-29,10,10,100,100,0,0
1591,1511191,2018-10-29,2018-10-30,10,10,100,100,0,0
1592,1511191,2018-10-30,2018-10-31,10,10,100,100,0,0
1593,1511191,2018-10-31,2018-11-01,10,10,100,100,0,0
1594,1511191,2018-11-01,2018-11-02,10,10,100,100,0,0
1595,1511191,2018-11-02,2018-11-03,10,10,100,100,0,0
1596,1511191,2018-11-03,2018-11-04,10,10,100,100,0,0
1597,1511191,2018-11-04,2018-11-05,10,10,100,100,0,0
1598,1511191,2018-11-05,2018-11-06,10,10,100,100,0,0
1599,1511191,2018-11-06,2018-11-07,10,10,100,100,0,0
1600,1511191,2018-11-07,2018-11-08,10,10,100,100,0,0
1601,1511191,2018-11-08,2018-11-09,10,10,100,100,0,0
1602,1511191,2018-11-29,2018-11-30,10,10,100,100,0,0
1603,1511191,2018-11-30,2018-12-01,10,10,100,100,0,0
1604,1511191,2018-12-01,2018-12-02,10,10,100,100,0,0
1605,1511191,2018-12-02,2018-12-03,10,10,100,100,0,0
1606,1511191,2018-12-03,2018-12-04,10,10,100,100,0,0
1607,1511191,2018-12-04,2018-12-05,10,10,100,100,0,0
1608,1511191,2018-12-05,2018-12-06,10,10,100,100,0,0
1609,1511191,2018-12-06,2018-12-07,10,10,100,100,0,0
1610,1511191,2018-12-07,2018-12-08,10,10,100,100,0,0
1611,1511191,2018-12-08,2018-12-09,10,10,100,100,0,0
1612,1511191,2018-12-09,2018-12-10,10,10,100,100,0,0
1613,1511191,2018-12-10,2018-12-11,10,10,100,100,0,0
1614,1511191,2018-12-11,2018-12-12,10,10,100,100,0,0
1615,1511191,2018-12-15,2018-12-16,10,10,100,100,0,0
1616,1511191,2018-12-16,2018-12-17,10,10,100,100,0,0
1617,1511191,2018-12-17,2018-12-18,10,10,100,100,0,0
1618,1511191,2018-12-26,2018-12-27,10,10,100,100,0,0
1619,1511191,2018-12-27,2018-12-28,10,10,100,100,0,0
1620,1511191,2018-12-28,2018-12-29,10,10,100,100,0,0
1621,1511191,2018-12-29,2018-12-30,10,10,100,100,0,0
1622,1511191,2018-12-30,2018-12-31,10,10,100,100,0,0
1623,1511191,2018-12-31,2019-01-01,10,10,100,100,0,0
1624,1511191,2019-01-01,2019-01-02,10,10,100,100,0,0
1625,1511191,2019-01-02,2019-01-03,10,10,100,100,0,0
1626,1511191,2019-01-03,2019-01-04,10,10,100,100,0,0
1627,1511191,2019-01-04,2019-01-05,10,10,100,100,0,0
1628,1511191,2019-01-05,2019-01-06,10,10,100,100,0,0
1629,1511191,2019-01-06,2019-01-07,10,10,100,100,0,0
1630,1511191,2019-01-07,2019-01-08,10,10,100,100,0,0
1631,1511191,2019-01-08,2019-01-09,10,10,100,100,0,0
1632,1511191,2019-01-09,2019-01-10,10,10,100,100,0,0
1633,1511191,2019-01-30,2019-01-31,10,10,100,100,0,0
1634,1511191,2019-02-21,2019-02-22,10,10,100,100,0,0
1635,1511191,2019-02-22,2019-02-23,10,10,100,100,0,0
1636,1511191,2019-02-23,2019-02-24,10,10,100,100,0,0
